date,user,from
2019-02-02 07:54:24,informix,80.211.236.160
2019-02-02 07:53:44,root,112.85.42.87
2019-02-02 07:53:42,root,112.85.42.87
2019-02-02 07:53:40,root,112.85.42.87
2019-02-02 07:53:33,samba,ec2-52-44-102-36
2019-02-02 07:53:31,samba,ec2-52-44-102-36
2019-02-02 07:53:17,dw,125-227-157-248.
2019-02-02 07:53:15,dw,125-227-157-248.
2019-02-02 07:52:43,suriel,118.ip-51-75-195
2019-02-02 07:52:41,suriel,118.ip-51-75-195
2019-02-02 07:52:36,root,112.85.42.87
2019-02-02 07:52:34,root,112.85.42.87
2019-02-02 07:52:32,root,112.85.42.87
2019-02-02 07:52:00,lourenco,193.112.34.247
2019-02-02 07:51:58,lourenco,193.112.34.247
2019-02-02 07:51:51,root,36.67.61.247
2019-02-02 07:51:50,hilario,115.146.126.209
2019-02-02 07:51:49,hilario,115.146.126.209
2019-02-02 07:51:43,hilario,14.63.194.203
2019-02-02 07:51:41,hilario,14.63.194.203
2019-02-02 07:51:32,hilario,178.128.115.183
2019-02-02 07:51:31,root,112.85.42.87
2019-02-02 07:51:30,hilario,178.128.115.183
2019-02-02 07:51:28,root,112.85.42.87
2019-02-02 07:51:26,root,112.85.42.87
2019-02-02 07:51:02,lourenco,167.99.162.138
2019-02-02 07:51:00,lourenco,167.99.162.138
2019-02-02 07:50:54,prueba,ec2-52-44-102-36
2019-02-02 07:50:52,prueba,ec2-52-44-102-36
2019-02-02 07:50:26,root,112.85.42.87
2019-02-02 07:50:24,root,112.85.42.87
2019-02-02 07:50:22,root,112.85.42.87
2019-02-02 07:50:02,greg,118.ip-51-75-195
2019-02-02 07:49:59,greg,118.ip-51-75-195
2019-02-02 07:49:50,tiger,203.66.68.131
2019-02-02 07:49:47,tiger,203.66.68.131
2019-02-02 07:49:22,root,112.85.42.87
2019-02-02 07:49:20,root,112.85.42.87
2019-02-02 07:49:18,root,112.85.42.87
2019-02-02 07:48:31,tiger,119.29.152.124
2019-02-02 07:48:30,tiger,119.29.152.124
2019-02-02 07:48:21,root,112.85.42.87
2019-02-02 07:48:19,root,112.85.42.87
2019-02-02 07:48:17,root,112.85.42.87
2019-02-02 07:47:31,user,118.ip-51-75-195
2019-02-02 07:47:29,user,118.ip-51-75-195
2019-02-02 07:47:28,administ,ec2-52-44-102-36
2019-02-02 07:47:26,administ,ec2-52-44-102-36
2019-02-02 07:47:25,wp-user,125-227-157-248.
2019-02-02 07:47:24,wp-user,125-227-157-248.
2019-02-02 07:47:15,root,112.85.42.87
2019-02-02 07:47:14,root,112.85.42.87
2019-02-02 07:47:12,root,112.85.42.87
2019-02-02 07:46:27,support,203.66.68.131
2019-02-02 07:46:25,support,203.66.68.131
2019-02-02 07:46:13,root,112.85.42.87
2019-02-02 07:46:10,root,112.85.42.87
2019-02-02 07:46:08,root,112.85.42.87
2019-02-02 07:45:32,support,119.29.152.124
2019-02-02 07:45:30,support,119.29.152.124
2019-02-02 07:45:02,root,112.85.42.87
2019-02-02 07:44:59,root,112.85.42.87
2019-02-02 07:44:57,root,112.85.42.87
2019-02-02 07:44:54,aaron,207.154.232.160
2019-02-02 07:44:52,aaron,207.154.232.160
2019-02-02 07:44:50,sysadmin,118.ip-51-75-195
2019-02-02 07:44:47,sysadmin,118.ip-51-75-195
2019-02-02 07:43:59,root,112.85.42.87
2019-02-02 07:43:57,root,112.85.42.87
2019-02-02 07:43:55,root,112.85.42.87
2019-02-02 07:42:54,root,112.85.42.87
2019-02-02 07:42:52,root,112.85.42.87
2019-02-02 07:42:51,arpwatch,203.66.68.131
2019-02-02 07:42:50,root,112.85.42.87
2019-02-02 07:42:50,arpwatch,203.66.68.131
2019-02-02 07:42:27,arpwatch,119.29.152.124
2019-02-02 07:42:25,beheerde,207.154.232.160
2019-02-02 07:42:25,arpwatch,119.29.152.124
2019-02-02 07:42:23,beheerde,207.154.232.160
2019-02-02 07:41:52,root,112.85.42.87
2019-02-02 07:41:50,root,112.85.42.87
2019-02-02 07:41:47,root,112.85.42.87
2019-02-02 07:41:23,yckim,118.ip-51-75-195
2019-02-02 07:41:21,yckim,118.ip-51-75-195
2019-02-02 07:40:44,root,112.85.42.87
2019-02-02 07:40:42,root,112.85.42.87
2019-02-02 07:40:40,root,112.85.42.87
2019-02-02 07:39:54,cactiuse,207.154.232.160
2019-02-02 07:39:52,cactiuse,207.154.232.160
2019-02-02 07:39:41,root,112.85.42.87
2019-02-02 07:39:39,root,112.85.42.87
2019-02-02 07:39:37,root,112.85.42.87
2019-02-02 07:39:22,student,203.66.68.131
2019-02-02 07:39:20,student,203.66.68.131
2019-02-02 07:39:15,student,119.29.152.124
2019-02-02 07:39:13,student,119.29.152.124
2019-02-02 07:38:40,root,112.85.42.87
2019-02-02 07:38:37,root,112.85.42.87
2019-02-02 07:38:34,root,112.85.42.87
2019-02-02 07:37:28,root,112.85.42.87
2019-02-02 07:37:26,root,112.85.42.87
2019-02-02 07:37:24,root,112.85.42.87
2019-02-02 07:37:19,test10,207.154.232.160
2019-02-02 07:37:17,test10,207.154.232.160
2019-02-02 07:36:40,test,36.67.61.247
2019-02-02 07:36:38,test,36.67.61.247
2019-02-02 07:36:27,root,112.85.42.87
2019-02-02 07:36:25,root,112.85.42.87
2019-02-02 07:36:22,root,112.85.42.87
2019-02-02 07:35:24,root,112.85.42.87
2019-02-02 07:35:21,root,112.85.42.87
2019-02-02 07:35:20,root,112.85.42.87
2019-02-02 07:35:07,bin,203.66.68.131
2019-02-02 07:34:57,bin,119.29.152.124
2019-02-02 07:34:13,root,112.85.42.87
2019-02-02 07:34:11,root,112.85.42.87
2019-02-02 07:34:09,root,112.85.42.87
2019-02-02 07:33:57,sammy,207.154.232.160
2019-02-02 07:33:56,sammy,207.154.232.160
2019-02-02 07:33:11,root,112.85.42.87
2019-02-02 07:33:09,root,112.85.42.87
2019-02-02 07:33:06,root,112.85.42.87
2019-02-02 07:32:06,root,112.85.42.87
2019-02-02 07:32:04,root,112.85.42.87
2019-02-02 07:32:01,root,112.85.42.87
2019-02-02 07:31:18,qhsuppor,140.143.93.31
2019-02-02 07:31:16,qhsuppor,140.143.93.31
2019-02-02 07:31:08,root,112.85.42.87
2019-02-02 07:31:06,root,112.85.42.87
2019-02-02 07:31:03,root,112.85.42.87
2019-02-02 07:29:53,root,112.85.42.87
2019-02-02 07:29:51,root,112.85.42.87
2019-02-02 07:29:50,root,112.85.42.87
2019-02-02 07:28:53,root,112.85.42.87
2019-02-02 07:28:51,root,112.85.42.87
2019-02-02 07:28:49,root,112.85.42.87
2019-02-02 07:28:15,vince,p578c0e8e.dip0.t
2019-02-02 07:28:12,vince,p578c0e8e.dip0.t
2019-02-02 07:28:08,clerk,140.143.93.31
2019-02-02 07:28:06,clerk,140.143.93.31
2019-02-02 07:27:44,root,112.85.42.87
2019-02-02 07:27:42,root,112.85.42.87
2019-02-02 07:27:39,root,112.85.42.87
2019-02-02 07:26:40,root,112.85.42.87
2019-02-02 07:26:38,root,112.85.42.87
2019-02-02 07:26:35,root,112.85.42.87
2019-02-02 07:25:35,root,112.85.42.87
2019-02-02 07:25:33,root,112.85.42.87
2019-02-02 07:25:30,root,112.85.42.87
2019-02-02 07:25:06,testb,p578c0e8e.dip0.t
2019-02-02 07:25:05,testb,p578c0e8e.dip0.t
2019-02-02 07:24:52,webmail,140.143.93.31
2019-02-02 07:24:50,webmail,140.143.93.31
2019-02-02 07:24:37,root,112.85.42.87
2019-02-02 07:24:35,root,112.85.42.87
2019-02-02 07:24:32,root,112.85.42.87
2019-02-02 07:23:18,root,112.85.42.87
2019-02-02 07:23:16,root,112.85.42.87
2019-02-02 07:23:14,root,112.85.42.87
2019-02-02 07:22:14,root,112.85.42.87
2019-02-02 07:22:12,root,112.85.42.87
2019-02-02 07:22:10,root,112.85.42.87
2019-02-02 07:22:02,test,p578c0e8e.dip0.t
2019-02-02 07:22:01,test,p578c0e8e.dip0.t
2019-02-02 07:21:45,pollo,140.143.93.31
2019-02-02 07:21:43,pollo,140.143.93.31
2019-02-02 07:21:23,uucp,128.199.232.32
2019-02-02 07:21:08,root,112.85.42.87
2019-02-02 07:21:06,root,112.85.42.87
2019-02-02 07:21:04,root,112.85.42.87
2019-02-02 07:20:59,Qwerty1,135.ip-192-99-24
2019-02-02 07:20:56,Qwerty1,135.ip-192-99-24
2019-02-02 07:20:02,root,112.85.42.87
2019-02-02 07:19:59,root,112.85.42.87
2019-02-02 07:19:57,root,112.85.42.87
2019-02-02 07:18:53,deploy,p578c0e8e.dip0.t
2019-02-02 07:18:53,root,112.85.42.87
2019-02-02 07:18:51,deploy,p578c0e8e.dip0.t
2019-02-02 07:18:51,root,112.85.42.87
2019-02-02 07:18:48,root,112.85.42.87
2019-02-02 07:18:18,usuario,128.199.232.32
2019-02-02 07:18:16,usuario,128.199.232.32
2019-02-02 07:18:14,marcilia,135.ip-192-99-24
2019-02-02 07:18:13,marcilia,135.ip-192-99-24
2019-02-02 07:17:47,root,112.85.42.87
2019-02-02 07:17:45,root,112.85.42.87
2019-02-02 07:17:43,root,112.85.42.87
2019-02-02 07:17:24,suporte,pd95b5783.dip0.t
2019-02-02 07:17:22,suporte,pd95b5783.dip0.t
2019-02-02 07:17:02,purple,140.143.93.31
2019-02-02 07:17:00,purple,140.143.93.31
2019-02-02 07:16:43,root,112.85.42.87
2019-02-02 07:16:41,root,112.85.42.87
2019-02-02 07:16:38,root,112.85.42.87
2019-02-02 07:15:42,pa55w0rd,135.ip-192-99-24
2019-02-02 07:15:40,root,112.85.42.87
2019-02-02 07:15:40,pa55w0rd,135.ip-192-99-24
2019-02-02 07:15:39,root,112.85.42.87
2019-02-02 07:15:37,root,112.85.42.87
2019-02-02 07:15:19,guest,128.199.232.32
2019-02-02 07:15:16,guest,128.199.232.32
2019-02-02 07:15:11,nagios,175.6.64.169
2019-02-02 07:15:09,nagios,175.6.64.169
2019-02-02 07:14:50,oseias,p578c0e8e.dip0.t
2019-02-02 07:14:48,oseias,p578c0e8e.dip0.t
2019-02-02 07:14:42,moon,pd95b5783.dip0.t
2019-02-02 07:14:40,moon,pd95b5783.dip0.t
2019-02-02 07:14:30,root,112.85.42.87
2019-02-02 07:14:28,root,112.85.42.87
2019-02-02 07:14:26,root,112.85.42.87
2019-02-02 07:13:22,root,112.85.42.87
2019-02-02 07:13:19,root,112.85.42.87
2019-02-02 07:13:17,root,112.85.42.87
2019-02-02 07:13:02,123123,135.ip-192-99-24
2019-02-02 07:13:00,123123,135.ip-192-99-24
2019-02-02 07:12:19,root,112.85.42.87
2019-02-02 07:12:17,root,112.85.42.87
2019-02-02 07:12:15,root,112.85.42.87
